domain,model,item_id,K,K_gpt,K_gem,K_disagree,ic_1,ic_2,ic_3,ic_4,benefit_2_1,benefit_4_1
legal,gpt_4o,legalbench_privacy_policy_qa_2907,0.8500000000000001,0.8,0.9,0.09999999999999998,True,False,False,False,-1,-1.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_2907,0.8500000000000001,0.8,0.9,0.09999999999999998,True,True,True,True,0,0.0
legal,gpt_4o,legalbench_privacy_policy_qa_1803,0.8500000000000001,0.8,0.9,0.09999999999999998,False,False,False,False,0,0.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_1803,0.8500000000000001,0.8,0.9,0.09999999999999998,True,True,True,False,0,-1.0
legal,gpt_4o,legalbench_privacy_policy_qa_2056,0.75,0.8,0.7,0.10000000000000009,False,False,False,False,0,0.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_2056,0.75,0.8,0.7,0.10000000000000009,True,True,True,True,0,0.0
legal,gpt_4o,legalbench_privacy_policy_qa_446,0.8,0.8,0.8,0.0,True,True,True,False,0,-1.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_446,0.8,0.8,0.8,0.0,True,True,True,True,0,0.0
legal,gpt_4o,legalbench_privacy_policy_qa_2393,0.8,0.8,0.8,0.0,True,True,False,True,0,0.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_2393,0.8,0.8,0.8,0.0,True,True,True,True,0,0.0
legal,gpt_4o,legalbench_rule_qa_36,1.0,1.0,1.0,0.0,True,True,True,True,0,0.0
legal,claude_sonnet_4_6,legalbench_rule_qa_36,1.0,1.0,1.0,0.0,True,True,True,True,0,0.0
legal,gpt_4o,legalbench_privacy_policy_qa_1977,0.8,0.8,0.8,0.0,False,True,True,False,1,0.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_1977,0.8,0.8,0.8,0.0,True,True,False,False,0,-1.0
legal,gpt_4o,legalbench_privacy_policy_qa_893,0.8,0.8,0.8,0.0,True,False,False,False,-1,-1.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_893,0.8,0.8,0.8,0.0,True,True,True,True,0,0.0
legal,gpt_4o,legalbench_privacy_policy_qa_1826,0.8,0.8,0.8,0.0,True,False,False,True,-1,0.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_1826,0.8,0.8,0.8,0.0,True,True,True,False,0,-1.0
legal,gpt_4o,legalbench_contract_nli_explicit_identification_132,0.8,0.8,0.8,0.0,False,False,False,False,0,0.0
legal,claude_sonnet_4_6,legalbench_contract_nli_explicit_identification_132,0.8,0.8,0.8,0.0,False,False,False,False,0,0.0
legal,gpt_4o,legalbench_privacy_policy_qa_2884,0.8,0.8,0.8,0.0,False,False,True,True,0,1.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_2884,0.8,0.8,0.8,0.0,True,False,True,False,-1,-1.0
legal,gpt_4o,legalbench_privacy_policy_qa_1237,0.8,0.8,0.8,0.0,False,True,True,False,1,0.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_1237,0.8,0.8,0.8,0.0,True,True,True,True,0,0.0
legal,gpt_4o,legalbench_privacy_policy_qa_2605,0.8500000000000001,0.8,0.9,0.09999999999999998,True,True,True,False,0,-1.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_2605,0.8500000000000001,0.8,0.9,0.09999999999999998,True,True,True,True,0,0.0
legal,gpt_4o,legalbench_privacy_policy_qa_2817,0.8,0.8,0.8,0.0,True,False,False,False,-1,-1.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_2817,0.8,0.8,0.8,0.0,True,True,False,True,0,0.0
legal,gpt_4o,legalbench_privacy_policy_qa_445,0.8,0.8,0.8,0.0,False,False,True,False,0,0.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_445,0.8,0.8,0.8,0.0,True,True,True,True,0,0.0
legal,gpt_4o,legalbench_privacy_policy_qa_2976,0.8,0.8,0.8,0.0,True,True,False,False,0,-1.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_2976,0.8,0.8,0.8,0.0,True,True,True,True,0,0.0
legal,gpt_4o,legalbench_privacy_policy_qa_1185,0.8,0.8,0.8,0.0,True,True,False,False,0,-1.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_1185,0.8,0.8,0.8,0.0,True,False,False,False,-1,-1.0
legal,gpt_4o,legalbench_privacy_policy_qa_556,0.8,0.8,0.8,0.0,True,False,False,True,-1,0.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_556,0.8,0.8,0.8,0.0,True,True,False,True,0,0.0
legal,gpt_4o,legalbench_privacy_policy_qa_2422,0.8,0.8,0.8,0.0,True,True,True,False,0,-1.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_2422,0.8,0.8,0.8,0.0,True,True,True,True,0,0.0
legal,gpt_4o,legalbench_privacy_policy_qa_1635,0.8,0.8,0.8,0.0,True,False,True,True,-1,0.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_1635,0.8,0.8,0.8,0.0,True,True,True,True,0,0.0
legal,gpt_4o,legalbench_privacy_policy_qa_2974,0.8,0.8,0.8,0.0,True,True,True,True,0,0.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_2974,0.8,0.8,0.8,0.0,True,True,True,True,0,0.0
legal,gpt_4o,legalbench_privacy_policy_qa_1584,0.8500000000000001,0.8,0.9,0.09999999999999998,False,False,True,True,0,1.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_1584,0.8500000000000001,0.8,0.9,0.09999999999999998,True,True,True,True,0,0.0
legal,gpt_4o,legalbench_privacy_policy_qa_285,0.8,0.8,0.8,0.0,False,True,False,False,1,0.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_285,0.8,0.8,0.8,0.0,True,True,False,True,0,0.0
legal,gpt_4o,legalbench_privacy_policy_qa_1501,0.8,0.8,0.8,0.0,True,False,False,True,-1,0.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_1501,0.8,0.8,0.8,0.0,True,True,True,True,0,0.0
legal,gpt_4o,legalbench_privacy_policy_qa_2375,0.8,0.8,0.8,0.0,True,False,False,True,-1,0.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_2375,0.8,0.8,0.8,0.0,True,True,True,True,0,0.0
legal,gpt_4o,legalbench_privacy_policy_qa_1844,0.8,0.8,0.8,0.0,False,True,True,False,1,0.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_1844,0.8,0.8,0.8,0.0,True,False,False,False,-1,-1.0
legal,gpt_4o,legalbench_privacy_policy_qa_1906,0.8,0.8,0.8,0.0,True,False,False,False,-1,-1.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_1906,0.8,0.8,0.8,0.0,True,True,False,False,0,-1.0
legal,gpt_4o,legalbench_privacy_policy_qa_1012,0.8,0.8,0.8,0.0,True,False,False,False,-1,-1.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_1012,0.8,0.8,0.8,0.0,True,True,True,True,0,0.0
legal,gpt_4o,legalbench_privacy_policy_qa_2231,0.8,0.8,0.8,0.0,False,True,False,False,1,0.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_2231,0.8,0.8,0.8,0.0,True,False,False,True,-1,0.0
legal,gpt_4o,legalbench_privacy_policy_qa_1449,0.8,0.8,0.8,0.0,False,True,False,False,1,0.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_1449,0.8,0.8,0.8,0.0,True,True,True,True,0,0.0
legal,gpt_4o,legalbench_privacy_policy_qa_2362,0.8,0.8,0.8,0.0,False,False,False,False,0,0.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_2362,0.8,0.8,0.8,0.0,True,True,True,False,0,-1.0
legal,gpt_4o,legalbench_privacy_policy_qa_1729,0.75,0.8,0.7,0.10000000000000009,False,False,False,False,0,0.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_1729,0.75,0.8,0.7,0.10000000000000009,True,True,True,False,0,-1.0
legal,gpt_4o,legalbench_privacy_policy_qa_2744,0.8,0.8,0.8,0.0,True,True,True,False,0,-1.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_2744,0.8,0.8,0.8,0.0,True,True,True,True,0,0.0
legal,gpt_4o,legalbench_privacy_policy_qa_1420,0.8,0.8,0.8,0.0,False,False,False,False,0,0.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_1420,0.8,0.8,0.8,0.0,True,True,True,True,0,0.0
legal,gpt_4o,legalbench_privacy_policy_qa_2781,0.8500000000000001,0.8,0.9,0.09999999999999998,True,False,False,False,-1,-1.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_2781,0.8500000000000001,0.8,0.9,0.09999999999999998,True,True,True,True,0,0.0
legal,gpt_4o,legalbench_privacy_policy_qa_2980,0.8,0.8,0.8,0.0,True,False,True,True,-1,0.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_2980,0.8,0.8,0.8,0.0,True,True,True,True,0,0.0
legal,gpt_4o,legalbench_privacy_policy_qa_631,0.8,0.8,0.8,0.0,True,False,False,False,-1,-1.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_631,0.8,0.8,0.8,0.0,True,True,False,True,0,0.0
legal,gpt_4o,legalbench_privacy_policy_qa_1127,0.75,0.8,0.7,0.10000000000000009,True,True,True,False,0,-1.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_1127,0.75,0.8,0.7,0.10000000000000009,True,False,True,False,-1,-1.0
legal,gpt_4o,legalbench_privacy_policy_qa_2592,0.8500000000000001,0.8,0.9,0.09999999999999998,False,True,False,False,1,0.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_2592,0.8500000000000001,0.8,0.9,0.09999999999999998,True,True,True,False,0,-1.0
legal,gpt_4o,legalbench_privacy_policy_qa_2271,0.8,0.8,0.8,0.0,True,False,False,False,-1,-1.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_2271,0.8,0.8,0.8,0.0,True,False,True,False,-1,-1.0
legal,gpt_4o,legalbench_privacy_policy_qa_2966,0.8,0.8,0.8,0.0,True,False,True,False,-1,-1.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_2966,0.8,0.8,0.8,0.0,True,True,True,True,0,0.0
legal,gpt_4o,legalbench_privacy_policy_qa_2971,0.8,0.8,0.8,0.0,False,False,False,False,0,0.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_2971,0.8,0.8,0.8,0.0,True,False,False,True,-1,0.0
legal,gpt_4o,legalbench_privacy_policy_qa_1938,0.75,0.7,0.8,0.10000000000000009,False,False,False,False,0,0.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_1938,0.75,0.7,0.8,0.10000000000000009,True,True,True,True,0,0.0
legal,gpt_4o,legalbench_privacy_policy_qa_2536,0.8,0.8,0.8,0.0,False,False,True,False,0,0.0
legal,claude_sonnet_4_6,legalbench_privacy_policy_qa_2536,0.8,0.8,0.8,0.0,True,True,True,True,0,0.0
logic,gpt_4o,philosophy_test_103,0.6,0.5,0.7,0.19999999999999996,True,True,False,,0,
logic,claude_sonnet_4_6,philosophy_test_103,0.6,0.5,0.7,0.19999999999999996,False,False,False,False,0,0.0
logic,gpt_4o,moral_scenarios_test_584,0.15,0.3,0.0,0.3,True,False,True,,-1,
logic,claude_sonnet_4_6,moral_scenarios_test_584,0.15,0.3,0.0,0.3,False,True,True,True,1,1.0
logic,gpt_4o,moral_scenarios_validation_31,0.15,0.3,0.0,0.3,False,True,True,True,1,1.0
logic,claude_sonnet_4_6,moral_scenarios_validation_31,0.15,0.3,0.0,0.3,False,True,False,False,1,0.0
logic,gpt_4o,moral_scenarios_test_872,0.15,0.3,0.0,0.3,False,True,False,,1,
logic,claude_sonnet_4_6,moral_scenarios_test_872,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
logic,gpt_4o,logical_fallacies_test_31,0.5,0.5,0.5,0.0,False,False,False,,0,
logic,claude_sonnet_4_6,logical_fallacies_test_31,0.5,0.5,0.5,0.0,False,False,False,False,0,0.0
logic,gpt_4o,moral_scenarios_test_285,0.15,0.3,0.0,0.3,False,False,False,,0,
logic,claude_sonnet_4_6,moral_scenarios_test_285,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
logic,gpt_4o,moral_scenarios_test_424,0.05,0.0,0.1,0.1,True,False,True,,-1,
logic,claude_sonnet_4_6,moral_scenarios_test_424,0.05,0.0,0.1,0.1,True,False,True,True,-1,0.0
logic,gpt_4o,logical_fallacies_test_88,0.6,0.5,0.7,0.19999999999999996,False,False,False,,0,
logic,claude_sonnet_4_6,logical_fallacies_test_88,0.6,0.5,0.7,0.19999999999999996,False,True,True,True,1,1.0
logic,gpt_4o,moral_scenarios_validation_70,0.15,0.3,0.0,0.3,True,False,True,False,-1,-1.0
logic,claude_sonnet_4_6,moral_scenarios_validation_70,0.15,0.3,0.0,0.3,False,True,True,True,1,1.0
logic,gpt_4o,moral_scenarios_test_845,0.2,0.4,0.0,0.4,False,True,False,,1,
logic,claude_sonnet_4_6,moral_scenarios_test_845,0.2,0.4,0.0,0.4,False,False,False,False,0,0.0
logic,gpt_4o,moral_scenarios_test_291,0.15,0.3,0.0,0.3,True,False,True,,-1,
logic,claude_sonnet_4_6,moral_scenarios_test_291,0.15,0.3,0.0,0.3,True,True,True,True,0,0.0
logic,gpt_4o,logical_fallacies_validation_17,0.6,0.5,0.7,0.19999999999999996,False,True,True,,1,
logic,claude_sonnet_4_6,logical_fallacies_validation_17,0.6,0.5,0.7,0.19999999999999996,True,True,True,True,0,0.0
logic,gpt_4o,moral_scenarios_test_37,0.2,0.4,0.0,0.4,False,True,False,False,1,0.0
logic,claude_sonnet_4_6,moral_scenarios_test_37,0.2,0.4,0.0,0.4,False,False,False,False,0,0.0
logic,gpt_4o,moral_scenarios_test_763,0.0,0.0,0.0,0.0,False,True,False,,1,
logic,claude_sonnet_4_6,moral_scenarios_test_763,0.0,0.0,0.0,0.0,False,False,False,False,0,0.0
logic,gpt_4o,moral_scenarios_validation_38,0.15,0.3,0.0,0.3,False,True,False,,1,
logic,claude_sonnet_4_6,moral_scenarios_validation_38,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
logic,gpt_4o,moral_scenarios_test_795,0.0,0.0,0.0,0.0,True,True,True,True,0,0.0
logic,claude_sonnet_4_6,moral_scenarios_test_795,0.0,0.0,0.0,0.0,True,True,True,True,0,0.0
logic,gpt_4o,logical_fallacies_test_11,0.5,0.5,0.5,0.0,True,False,True,,-1,
logic,claude_sonnet_4_6,logical_fallacies_test_11,0.5,0.5,0.5,0.0,False,False,False,False,0,0.0
logic,gpt_4o,moral_scenarios_test_493,0.05,0.0,0.1,0.1,False,False,False,False,0,0.0
logic,claude_sonnet_4_6,moral_scenarios_test_493,0.05,0.0,0.1,0.1,False,False,False,True,0,1.0
logic,gpt_4o,moral_scenarios_test_694,0.25,0.3,0.2,0.09999999999999998,False,False,False,,0,
logic,claude_sonnet_4_6,moral_scenarios_test_694,0.25,0.3,0.2,0.09999999999999998,True,True,False,False,0,-1.0
logic,gpt_4o,moral_scenarios_test_601,0.0,0.0,0.0,0.0,True,True,True,,0,
logic,claude_sonnet_4_6,moral_scenarios_test_601,0.0,0.0,0.0,0.0,False,True,True,True,1,1.0
logic,gpt_4o,moral_scenarios_test_402,0.15,0.3,0.0,0.3,False,False,True,False,0,0.0
logic,claude_sonnet_4_6,moral_scenarios_test_402,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
logic,gpt_4o,moral_scenarios_test_821,0.0,0.0,0.0,0.0,False,True,True,,1,
logic,claude_sonnet_4_6,moral_scenarios_test_821,0.0,0.0,0.0,0.0,False,False,False,False,0,0.0
logic,gpt_4o,logical_fallacies_test_4,0.55,0.5,0.6,0.09999999999999998,False,False,True,,0,
logic,claude_sonnet_4_6,logical_fallacies_test_4,0.55,0.5,0.6,0.09999999999999998,False,False,False,False,0,0.0
logic,gpt_4o,philosophy_test_137,0.75,0.8,0.7,0.10000000000000009,False,False,False,False,0,0.0
logic,claude_sonnet_4_6,philosophy_test_137,0.75,0.8,0.7,0.10000000000000009,False,False,False,False,0,0.0
logic,gpt_4o,moral_scenarios_test_192,0.2,0.3,0.1,0.19999999999999998,False,True,False,True,1,1.0
logic,claude_sonnet_4_6,moral_scenarios_test_192,0.2,0.3,0.1,0.19999999999999998,False,False,False,False,0,0.0
logic,gpt_4o,philosophy_test_53,0.65,0.5,0.8,0.30000000000000004,False,False,True,False,0,0.0
logic,claude_sonnet_4_6,philosophy_test_53,0.65,0.5,0.8,0.30000000000000004,False,False,False,False,0,0.0
logic,gpt_4o,moral_scenarios_test_252,0.0,0.0,0.0,0.0,False,False,False,False,0,0.0
logic,claude_sonnet_4_6,moral_scenarios_test_252,0.0,0.0,0.0,0.0,False,False,False,False,0,0.0
logic,gpt_4o,moral_scenarios_test_77,0.15,0.3,0.0,0.3,False,False,False,,0,
logic,claude_sonnet_4_6,moral_scenarios_test_77,0.15,0.3,0.0,0.3,True,True,True,True,0,0.0
logic,claude_sonnet_4_6,moral_scenarios_test_741,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
logic,gpt_4o,moral_scenarios_test_842,0.15,0.3,0.0,0.3,False,False,False,,0,
logic,claude_sonnet_4_6,moral_scenarios_test_842,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
logic,gpt_4o,moral_scenarios_test_270,0.0,0.0,0.0,0.0,False,True,False,,1,
logic,claude_sonnet_4_6,moral_scenarios_test_270,0.0,0.0,0.0,0.0,False,False,False,False,0,0.0
logic,gpt_4o,moral_scenarios_test_647,0.0,0.0,0.0,0.0,False,False,False,True,0,1.0
logic,claude_sonnet_4_6,moral_scenarios_test_647,0.0,0.0,0.0,0.0,False,True,True,True,1,1.0
logic,gpt_4o,moral_scenarios_test_385,0.0,0.0,0.0,0.0,False,True,False,True,1,1.0
logic,claude_sonnet_4_6,moral_scenarios_test_385,0.0,0.0,0.0,0.0,False,False,False,False,0,0.0
logic,gpt_4o,logical_fallacies_test_1,0.5,0.5,0.5,0.0,False,False,False,True,0,1.0
logic,claude_sonnet_4_6,logical_fallacies_test_1,0.5,0.5,0.5,0.0,False,False,True,True,0,1.0
logic,gpt_4o,moral_scenarios_test_564,0.5,0.5,0.5,0.0,False,True,True,True,1,1.0
logic,claude_sonnet_4_6,moral_scenarios_test_564,0.5,0.5,0.5,0.0,False,False,False,False,0,0.0
logic,gpt_4o,moral_scenarios_test_611,0.15,0.3,0.0,0.3,False,True,True,,1,
logic,claude_sonnet_4_6,moral_scenarios_test_611,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
logic,gpt_4o,moral_scenarios_test_264,0.0,0.0,0.0,0.0,False,False,False,,0,
logic,claude_sonnet_4_6,moral_scenarios_test_264,0.0,0.0,0.0,0.0,False,False,False,False,0,0.0
logic,gpt_4o,moral_scenarios_test_816,0.15,0.3,0.0,0.3,False,True,False,,1,
logic,claude_sonnet_4_6,moral_scenarios_test_816,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
logic,gpt_4o,moral_scenarios_test_820,0.15,0.3,0.0,0.3,True,True,False,,0,
logic,claude_sonnet_4_6,moral_scenarios_test_820,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
logic,gpt_4o,moral_scenarios_test_40,0.2,0.3,0.1,0.19999999999999998,False,True,False,,1,
logic,claude_sonnet_4_6,moral_scenarios_test_40,0.2,0.3,0.1,0.19999999999999998,False,False,False,False,0,0.0
logic,gpt_4o,logical_fallacies_test_30,0.6,0.5,0.7,0.19999999999999996,False,False,False,False,0,0.0
logic,claude_sonnet_4_6,logical_fallacies_test_30,0.6,0.5,0.7,0.19999999999999996,False,False,False,False,0,0.0
logic,gpt_4o,moral_scenarios_test_327,0.15,0.3,0.0,0.3,False,True,True,True,1,1.0
logic,claude_sonnet_4_6,moral_scenarios_test_327,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
logic,gpt_4o,philosophy_test_23,0.5,0.5,0.5,0.0,False,True,False,False,1,0.0
logic,claude_sonnet_4_6,philosophy_test_23,0.5,0.5,0.5,0.0,False,False,False,False,0,0.0
logic,gpt_4o,moral_scenarios_test_212,0.15,0.3,0.0,0.3,False,False,False,,0,
logic,claude_sonnet_4_6,moral_scenarios_test_212,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
logic,gpt_4o,moral_scenarios_test_10,0.0,0.0,0.0,0.0,True,True,False,False,0,-1.0
logic,claude_sonnet_4_6,moral_scenarios_test_10,0.0,0.0,0.0,0.0,False,True,True,True,1,1.0
logic,gpt_4o,moral_scenarios_test_479,0.35,0.3,0.4,0.10000000000000003,False,False,False,,0,
